Símbolo	Nome	Tipo de Ativo
WRLD11.SA	Investo Ftse Global Equities Etf Fundo De Investimento De Indice Investimento Exterior	EQUITY
BXPO11.SA	Investo Marketvector Brazil Global Exposure Etf – Fundo De Investimento De Indice	EQUITY
SCVB11.SA	Investo Marketvector Brazil Small Cap Value Etf - Fundo De Investimento De Andice	EQUITY
NTNS11.SA	Investo Teva Tesouro Ipca+ 0 A 4 Anos Etf - Fundo De Investimento De Indice	EQUITY
LFTS11.SA	Investo Teva Tesouro Selic Etf - Fundo De Investimento De Indice	EQUITY
NFTS11.SA	Investo Vaneck Etf Crypto Compare Media & Entertainment Leaders Fundo De Indice - Investi No Ext	EQUITY
I2NV34.SA	Invitation Homes Inc.	EQUITY
MYPK3.SA	IOCHP,MAXIONON      NM	EQUITY
^MXX	S&P/BMV IPC	INDEX
I1QY34.SA	IQIYI INC   DRN	EQUITY
I1QV34.SA	IQVIA Holdings Inc.	EQUITY
RANI3.SA	Irani Papel e Embalagem S.A.	EQUITY
IRBR3.SA	IRB-Brasil Resseguros S.A.	EQUITY
IRIM11.SA	Iridium Fundo De Investimento Imobiliario	EQUITY
I1RM34.SA	Iron Mountain Incorporated	EQUITY
TLT	iShares 20+ Year Treasury Bond ETF	ETF
IEF	iShares 7-10 Year Treasury Bond ETF	ETF
IBIT	iShares Bitcoin Trust ETF	ETF
FXI	iShares China Large-Cap ETF	ETF
BIVB39.SA	Ishares Core S&P 500 Etf	EQUITY
BIJR39.SA	Ishares Core S&P Small-Cap Etf	EQUITY
BITO39.SA	Ishares Core S&P Total Us Stock Market Etf	EQUITY
BOVA11.SA	iShares Ibovespa Index Fund	EQUITY
BXTC39.SA	Ishares Exponential Technologies ETF	EQUITY
FM.MX	ISHARES INC MSCI FRONTIER AND S	INDEX
BIXJ39.SA	Ishares Global Healthcare Etf	EQUITY
BIGF39.SA	Ishares Global Infrastructure Etf	EQUITY
BIXN39.SA	Ishares Global Tech ETF	EQUITY
BIAU39.SA	Ishares Gold Trust	EQUITY
3067.HK	iShares Hang Seng TECH ETF	ETF
HYG	iShares iBoxx $ High Yield Corporate Bond ETF	ETF
LQD	iShares iBoxx $ Investment Grade Corporate Bond ETF	ETF
BRAX11.SA	iShares IBrX-Índice Brasil (IBrX-100) Index Fund	EQUITY
ECOO11.SA	iShares Índice Carbono Eficiente (ICO2) Brasil - Fundo de Índice	EQUITY
EWZ	iShares Inc iShares MSCI Brazil	ETF
BCHI39.SA	Ishares Msci China Etf	EQUITY
BEEM39.SA	Ishares Msci Emerging Markets ETF	EQUITY
EEM	iShares MSCI Emerging Markets ETF	ETF
BEZU39.SA	Ishares Msci Eurozone ETF	EQUITY
BEWG39.SA	Ishares Msci Germany ETF	EQUITY
BEWJ39.SA	Ishares Msci Japan Etf	EQUITY
BEWU39.SA	Ishares Msci United Kingdom Etf	EQUITY
BUSM39.SA	Ishares Msci Usa Min Vol Factor ETF	EQUITY
BIBB39.SA	Ishares Nasdaq Biotechnology Etf	EQUITY
IWM	iShares Russell 2000 ETF	ETF
IVVB11.SA	iShares S&P 500 Fundo de Investimento - Investimento No Exterior	EQUITY
BDVY39.SA	Ishares Select Dividend Etf	EQUITY
SLV	iShares Silver Trust	ETF
SMAL11.SA	iShares BM&FBovespa Small Cap Fundo de Índice	EQUITY
BFXI39.SA	iShares Trust - iShares China Large-Cap ETF	EQUITY
BGWH39.SA	iShares Trust - iShares Core Dividend Growth ETF	EQUITY
BUSR39.SA	iShares Trust - iShares Core U.S. REIT ETF	EQUITY
BSUS39.SA	iShares Trust - iShares ESG MSCI USA Leaders ETF	EQUITY
BIEV39.SA	iShares Trust - iShares Europe ETF	EQUITY
BGRT39.SA	iShares Trust - iShares Global REIT ETF	EQUITY
BEFG39.SA	iShares Trust - iShares MSCI EAFE Growth ETF	EQUITY
BFAV39.SA	iShares Trust - iShares MSCI EAFE Min Vol Factor ETF	EQUITY
BEFV39.SA	iShares Trust - iShares MSCI EAFE Value ETF	EQUITY
BMTU39.SA	iShares Trust - iShares MSCI USA Momentum Factor ETF	EQUITY
BQUA39.SA	iShares Trust - iShares MSCI USA Quality Factor ETF	EQUITY
BVLU39.SA	iShares Trust - iShares MSCI USA Value Factor ETF	EQUITY
BIWF39.SA	iShares Trust - iShares Russell 1000 Growth ETF	EQUITY
BOEF39.SA	iShares Trust - iShares S&P 100 ETF	EQUITY
BIVW39.SA	iShares Trust - iShares S&P 500 Growth ETF	EQUITY
BIVE39.SA	iShares Trust - iShares S&P 500 Value ETF	EQUITY
BIYE39.SA	iShares Trust - iShares U.S. Energy ETF	EQUITY
BIHI39.SA	iShares Trust - iShares U.S. Medical Devices ETF	EQUITY
BEGU39.SA	Ishares Trust Ishares Esg Aware Msci Usa ETF	EQUITY
BAER39.SA	Ishares Us Aerospace & Defense ETF	EQUITY
BIYF39.SA	Ishares Us Financials Etf	EQUITY
BIYW39.SA	Ishares US Technology ETF	EQUITY
BEGE39.SA	iShares, Inc. - iShares ESG Aware MSCI EM ETF	EQUITY
BEWA39.SA	iShares, Inc. - iShares MSCI Australia ETF	EQUITY
BEWC39.SA	iShares, Inc. - iShares MSCI Canada ETF	EQUITY
BEMV39.SA	iShares, Inc. - iShares MSCI Emerging Markets Min Vol Factor ETF	EQUITY
BEWQ39.SA	iShares, Inc. - iShares MSCI France ETF	EQUITY
BCWV39.SA	iShares, Inc. - iShares MSCI Global Min Vol Factor ETF	EQUITY
BEWL39.SA	iShares, Inc. - iShares MSCI Switzerland ETF	EQUITY
BURT39.SA	iShares, Inc. - iShares MSCI World ETF	EQUITY
BOVV11.SA	It Now Ibovespa Fundo de Indice	EQUITY
IMAB11.SA	It Now Id ETF Ima-B Fundo De Indice	EQUITY
GOVE11.SA	It Now IGCT Index Fund	EQUITY
B5P211.SA	It Now Ima-B5 P2 Fundo De Indice	EQUITY
IB5M11.SA	It Now IMA-B5+ Fundo De Indice	EQUITY
MATB11.SA	It Now IMAT Index Fund	EQUITY
IRFM11.SA	It Now IRF - M P2 Fundo De Indice	EQUITY
ISUS11.SA	It Now ISE Index Fund	EQUITY
MILL11.SA	It Now Msci Usa Imi Millenials Select 50 Fundo De Indice	EQUITY
TECK11.SA	It Now Nyse Fang+ Fundo De Indice	EQUITY
SPXI11.SA	It Now S&P500 TRN Fundo de Índice	EQUITY
SMAC11.SA	It Now Small Cap Fundo De Indice Fund	EQUITY
RURA11.SA	Itau Asset Rural Fiagro - Imobiliario	EQUITY
0P0000UCFY.SA	Itaú Carteira Private 176 FIM C Priv IE	MUTUALFUND
IFRA11.SA	Itau FIC De Fundos De Investimento Em Direitos Creditorios De Infraestrutura	EQUITY
TMPS11.SA	Itau Tempus Fundo De Investimento Imobiliario	EQUITY
ITRI11.SA	Itau Total Return Fundo De Investimento Imobiliario	EQUITY
ITUB4.SA	Itaú Unibanco Holding S.A.	EQUITY
ITUB3.SA	Itaú Unibanco Holding S.A.	EQUITY
ITSA4.SA	ITAUSA      PN      N1	EQUITY
ITSA3.SA	ITAUSA      ON      N1	EQUITY
^IVBX	IVBX2	INDEX
JALL3.SA	JALLESMACHADON      NM	EQUITY
^XDN	Japanese Yen Currency Index	INDEX
JASC11.SA	Jasc Renda Varejo Essencial Fundo De Investimento Imobiliario - FII	EQUITY
JBSS3.SA	JBS         ON      NM	EQUITY
JDCO34.SA	JD COM      DRN	EQUITY
J1EF34.SA	Jefferies Financial Group Inc.	EQUITY
JFLL11.SA	JFL Living Fundo De Investimento Imobiliario	EQUITY
JHSF3.SA	JHSF Participações S.A.	EQUITY
00715L.TW	JKO S&P GSCI Brent Crude 2X Leveraged ER Futures ETF	ETF
JFEN3.SA	João Fortes Engenharia S.A.	EQUITY
JNJB34.SA	Johnson & Johnson	EQUITY
JNJ	Johnson & Johnson	EQUITY
JPM	JP Morgan Chase & Co.	EQUITY
JPMC34.SA	JPMorgan Chase & Co.	EQUITY
JPPC11.SA	JPP Capital Fundo Invest Imobiliario FII	EQUITY
JPPA11.SA	JPP Capital Recebíveis Imobiliários Fundo de Investimento Imobiliário	EQUITY
JSAF11.SA	Js Ativos Financeiros Fundo De Investimento Imobiliario	EQUITY
JSRE11.SA	JS Real Estate multigestão - FII fund	EQUITY
JSLG3.SA	JSL         ON      NM	EQUITY
J1NP34.SA	Juniper Networks, Inc.	EQUITY
CTKA4.SA	KARSTEN     PN	EQUITY
K1BF34.SA	KB Financial Group Inc.	EQUITY
K1EL34.SA	KELLANOVA   DRN	EQUITY
KMPR34.SA	Kemper Corporation	EQUITY
KEPL3.SA	KEPLER WEBERON      NM	EQUITY
00945B.TW	KGI SECURITIES INVT TST CO LTD 	ETF
00915.TW	KGI Taiwan Premium Selection High Dividend 30 ETF	ETF
KISU11.SA	Kilima Fundo De Investimento Em Cotas De Fundos Imobiliarios Suno 30	EQUITY
KIVO11.SA	Kilima Volkano Recebiveis Imobiliarios Fundo De Investimento Imobiliario	EQUITY
KMBB34.SA	Kimberly-Clark Corporation	EQUITY
KMB	Kimberly-Clark Corporation	EQUITY
KMIC34.SA	Kinder Morgan, Inc.	EQUITY
KCRE11.SA	Kinea Creditas Fundo De Investimento Imobiliario - FII	EQUITY
KNCA11.SA	Kinea Credito Agro Fiagro-Imobiliario	EQUITY
KFOF11.SA	Kinea Fundo Fundos De Investimento Imobiliario FII	EQUITY
KNHF11.SA	Kinea Hedge Fund Fundo De Investimento Imobiliario	EQUITY
KNHY11.SA	Kinea High Yield Cri Fundo Investimento Imobiliario FII	EQUITY
KNRE11.SA	Kinea II Real Estate Equity Fundo de Investimento Imobiliário	EQUITY
KNIP11.SA	Kinea Indices Precos Fundo Investimento Imobiliario - FII	EQUITY
KOPA11.SA	Kinea Oportunidades Agro I Fiagro-Imobiliario	EQUITY
KORE11.SA	Kinea Oportunidades Real Estate Fundo De Investimento Imobiliario	EQUITY
KNRI11.SA	Kinea Renda Imobiliária Fundo de Investimento Imobiliário	EQUITY
KNCR11.SA	Kinea Rendimentos Imobiliários Fundo de Investimento Imobiliário - FII	EQUITY
KNSC11.SA	Kinea Securities Fundo De Investimento Imobiliario – Fii	EQUITY
K2CG34.SA	Kingsoft Cloud Holdings Limited	EQUITY
K1LA34.SA	KLA CORP    DRN	EQUITY
KLBN11.SA	KLABIN S/A  UNT     N2	EQUITY
KLBN4.SA	KLABIN S/A  PN      N2	EQUITY
KLBN3.SA	KLABIN S/A  ON      N2	EQUITY
251340.KS	KODEX KOSDAQ150 INVERSE	ETF
233740.KS	KODEX KOSDAQ150 LEVERAGE	ETF
122630.KS	KODEX LEVERAGE	ETF
PHGN34.SA	Koninklijke Philips N.V.	EQUITY
KRSA3.SA	Kora Saúde Participações S.A.	EQUITY
^KS11	KOSPI Composite Index	INDEX
L1HX34.SA	L3Harris Technologies, Inc.	EQUITY
L1RC34.SA	Lam Research Corporation	EQUITY
LAVV3.SA	Lavvi Empreendimentos Imobiliários S.A.	EQUITY
LASC11.SA	Legatus Shoppings Fundo De Investimento Imobiliario - FII	EQUITY
L1EG34.SA	Leggett & Platt, Incorporated	EQUITY
L1DO34.SA	Leidos Holdings, Inc.	EQUITY
L1EN34.SA	Lennar Corporation	EQUITY
LSAG11.SA	Leste Fundo De Investimento Nas Cadeias Produtivas Agroindustriais - Fiagro - Imobiliario	EQUITY
LSPA11.SA	Leste Riva Equity Preferencial I Fundo De Investimento Imobiliario	EQUITY
LBRD34.SA	Liberty Broadband Corporation	EQUITY
LIFE11.SA	Life Capital Partners Fundo De Investimentos Imobiliarios	EQUITY
LIGT3.SA	LIGHT S/A   ON  ES  NM	EQUITY
L1NC34.SA	Lincoln National Corporation	EQUITY
L1YV34.SA	Live Nation Entertainment, Inc.	EQUITY
LVTC3.SA	Livetech da Bahia Indústria e Comércio S.A.	EQUITY
L1KQ34.SA	LKQ CORP    DRN	EQUITY
L1YG34.SA	Lloyds Banking Group plc	EQUITY
RENT3.SA	Localiza Rent a Car S.A.	EQUITY
LWSA3.SA	Locaweb Serviços de Internet S.A.	EQUITY
LMTB34.SA	Lockheed Martin Corporation	EQUITY
LFTT11.SA	Loft II Fundo De Investimento Imobiliario	EQUITY
LOGG3.SA	LOG Commercial Properties e Participações S.A.	EQUITY
LOGN3.SA	Log-In Logística Intermodal S.A.	EQUITY
LJQQ3.SA	QUERO,QUERO ON      NM	EQUITY
LREN3.SA	LOJAS RENNERON      NM	EQUITY
LOWC34.SA	Lowe's Companies, Inc.	EQUITY
L2PL34.SA	LPL Financial Holdings Inc.	EQUITY
LPSB3.SA	LPS Brasil - Consultoria de Imóveis S.A.	EQUITY
L1UL34.SA	Lululemon Athletica Inc.	EQUITY
L1MN34.SA	Lumen Technologies, Inc.	EQUITY
L2AZ34.SA	Luminar Technologies, Inc.	EQUITY
LUPA3.SA	LUPATECH    ON      NM	EQUITY
L1YB34.SA	LyondellBasell Industries N.V.	EQUITY
MDIA3.SA	M. Dias Branco S.A. Indústria e Comércio de Alimentos	EQUITY
MACY34.SA	MACY S      DRN	EQUITY
MGLU3.SA	MAGAZ LUIZA ON      NM	EQUITY
LEVE3.SA	METAL LEVE  ON      NM	EQUITY
MALL11.SA	Malls Brasil Fundo Investimento Imobiliario	EQUITY
MANA11.SA	Manati Capital Hedge Fund Fundo De Investimento Imobiliario	EQUITY
MGEL4.SA	Mangels Industrial S.A.	EQUITY
ESTR4.SA	Manufatura de Brinquedos Estrela S.A.	EQUITY
M1RO34.SA	Marathon Oil Corporation	EQUITY
M1PC34.SA	Marathon Petroleum Corporation	EQUITY
POMO4.SA	MARCOPOLO   PN      N2	EQUITY
POMO3.SA	MARCOPOLO   ON      N2	EQUITY
MRFG3.SA	Marfrig Global Foods S.A.	EQUITY
AMAR3.SA	LOJAS MARISAON      NM	EQUITY
MKLC34.SA	Markel Group Inc.	EQUITY
M1KT34.SA	MarketAxess Holdings Inc.	EQUITY
M1TT34.SA	Marriott International, Inc.	EQUITY
M2RV34.SA	Marvell Technology, Inc.	EQUITY
MSCD34.SA	Mastercard Incorporated	EQUITY
MA	Mastercard Incorporated	EQUITY
M1TC34.SA	Match Group, Inc.	EQUITY
MXRF11.SA	Maxi Renda Fundo De Investimento Imobiliaro - FII	EQUITY
M1KC34.SA	McCormick & Company, Incorporated	EQUITY
MCDC34.SA	McDonald's Corporation	EQUITY
MCD	McDonald's Corporation	EQUITY
M1CK34.SA	McKesson Corporation	EQUITY
M2PW34.SA	Medical Properties Trust, Inc.	EQUITY
MDTC34.SA	MEDTRONIC   DRN	EQUITY
M1LC34.SA	Melco Resorts & Entertainment Limited	EQUITY
CASH3.SA	MELIUZ      ON      NM	EQUITY
MELK3.SA	Melnick Desenvolvimento Imobiliário S.A.	EQUITY
MELI34.SA	MercadoLibre, Inc.	EQUITY
MRCK34.SA	Merck & Co., Inc.	EQUITY
0P0000U9WU.SA	Mercury Liz Timercado FIM C Priv RL	MUTUALFUND
MFII11.SA	Mérito Desenvolvimento Imobiliário I FII - Fundo de Investimento Imobiliário	EQUITY
MFCR11.SA	Merito Recebiveis Imobiliarios Fii Fundo De Investimento	EQUITY
^MERV	MERVAL	INDEX
M1TA34.SA	Meta Platforms, Inc.	EQUITY
META	Meta Platforms, Inc.	EQUITY
FRIO3.SA	Metalfrio Solutions S.A.	EQUITY
GOAU3.SA	Metalurgica Gerdau S.A.	EQUITY
RSUL4.SA	Metalúrgica Riosulense S.A.	EQUITY
MTSA4.SA	METISA Metalúrgica Timboense S.A.	EQUITY
METB34.SA	METLIFE INC DRN	EQUITY
M1GM34.SA	MGM Resorts International	EQUITY
MUTC34.SA	Micron Technology, Inc.	EQUITY
MSFT34.SA	Microsoft Corporation	EQUITY
MSFT	Microsoft Corporation	EQUITY
M2ST34.SA	MicroStrategy Incorporated	EQUITY
M1AA34.SA	Mid-America Apartment Communities, Inc.	EQUITY
MILS3.SA	Mills Locação, Serviços e Logística S.A.	EQUITY
BEEF3.SA	MINERVA     ON  ATZ NM	EQUITY
MNPR3.SA	Minupar Participações S.A.	EQUITY
FIXA11.SA	Mirae Asset Renda Fixa Pre Fundo De Indice	EQUITY
MTRE3.SA	Mitre Realty Empreendimentos e Participações S.A.	EQUITY
M1UF34.SA	Mitsubishi UFJ Financial Group, Inc.	EQUITY
MBLY3.SA	MOBLY       ON  ES  NM	EQUITY
M1RN34.SA	MODERNA INC DRN	EQUITY
SNLG11.SA	Mogno Logistica Fundo De Investimento Imobiliario	EQUITY
M1HK34.SA	Mohawk Industries, Inc.	EQUITY
MDLZ34.SA	Mondelez International, Inc.	EQUITY
MDLZ	Mondelez International, Inc.	EQUITY
M1DB34.SA	MONGODB INC DRN	EQUITY
M2PR34.SA	Monolithic Power Systems, Inc.	EQUITY
M1NS34.SA	Monster Beverage Corporation	EQUITY
MOAR3.SA	Monteiro Aranha S.A.	EQUITY
MCOR34.SA	Moody's Corporation	EQUITY
MSBR34.SA	MORGAN STAN DRN ED	EQUITY
MS	Morgan Stanley	EQUITY
MSI	Motorola Solutions, Inc.	EQUITY
MDNE3.SA	Moura Dubeux Engenharia S.A.	EQUITY
MOVI3.SA	Movida Participações S.A.	EQUITY
M2PM34.SA	MP Materials Corp.	EQUITY
ESPA3.SA	ESPACOLASER ON      NM	EQUITY
MRVE3.SA	MRV Engenharia e Participações S.A.	EQUITY
M1SC34.SA	MSCI INC    DRN	EQUITY
SHOP11.SA	Multi Shoppings Fundo Investimento Imobiliario Fii	EQUITY
DRIT11.SA	Multigestao Renda Comercial Fundo De Investimento Imobiliario - FII	EQUITY
MLAS3.SA	Multilaser Industrial S.A.	EQUITY
MULT3.SA	Multiplan Empreendimentos Imobiliários S.A.	EQUITY
MNDL3.SA	Mundial S.A. - Produtos de Consumo	EQUITY
^IXIC	NASDAQ Composite	INDEX
N1DA34.SA	NASDAQ INC  DRN	EQUITY
NDAQ	Nasdaq, Inc.	EQUITY
N1GG34.SA	National Grid plc	EQUITY
NG=F	Natural Gas Dec 24	FUTURE
N1WG34.SA	NatWest Group plc	EQUITY
NCRI11.SA	Navi Credito Imobiliario - Fundo De Investimento Imobiliario	EQUITY
NAVT11.SA	Navi Imobiliario Total Return Fundos De Investimento Imobiliario	EQUITY
APTO11.SA	Navi Residencial Fundo De Investimento Imobiliario	EQUITY
NEOE3.SA	NEOENERGIA  ON      NM	EQUITY
NGRD3.SA	Neogrid Participações S.A.	EQUITY
N1TA34.SA	NETAPP INC  DRN	EQUITY
NETE34.SA	NETEASE     DRN	EQUITY
NFLX34.SA	NETFLIX     DRN	EQUITY
NFLX	Netflix, Inc.	EQUITY
N1BI34.SA	Neurocrine Biosciences, Inc.	EQUITY
E1DU34.SA	New Oriental Education & Technology Group Inc.	EQUITY
N1WL34.SA	Newell Brands Inc.	EQUITY
N1EM34.SA	Newmont Corporation	EQUITY
NEWL11.SA	Newport Logastica Fundo De Investimento Imobiliario	EQUITY
NEXP3.SA	Nexpe Participações S.A.	EQUITY
1357.T	NEXT FUNDS Nikkei 225 Double Inverse Index ETF	ETF
NEXT34.SA	NextEra Energy, Inc.	EQUITY
N1IC34.SA	NICE LTD    DRN	EQUITY
NIKE34.SA	NIKE        DRN	EQUITY
NKE	Nike, Inc.	EQUITY
^N225	Nikkei 225	INDEX
1360.T	SIMPLEX ASSET MANAGEMENT CO LTD	ETF
1579.T	SIMPLEX ASSET MANAGEMENT CO LTD	ETF
NOKI34.SA	NOKIA CORP  DRN	EQUITY
NMRH34.SA	Nomura Holdings, Inc.	EQUITY
NORD3.SA	Nordon Indústrias Metalúrgicas S/A	EQUITY
J1WN34.SA	NORDSTROM INDRN	EQUITY
NOCG34.SA	Northrop Grumman Corporation	EQUITY
N1CL34.SA	Norwegian Cruise Line Holdings Ltd.	EQUITY
N1VS34.SA	NOVARTIS AG DRN	EQUITY
N1VO34.SA	Novo Nordisk A/S	EQUITY
N2VC34.SA	NovoCure Limited	EQUITY
N1RG34.SA	NRG ENERGY IDRN ED	EQUITY
ROXO34.SA	Nu Holdings Ltd.	EQUITY
NSDV11.SA	Nu Ibov Smart Dividendos Fundo De Indice	EQUITY
NDIV11.SA	Nu Renda Ibov Smart Dividendos Fundo De Indice	EQUITY
N1UE34.SA	Nucor Corporation	EQUITY
N2TN34.SA	NUTANIX     DRN	EQUITY
NUTR3.SA	Nutriplant Indústria e Comércio S/A	EQUITY
BTEK11.SA	Nvesto S&P Biotechnology Selection Industry Etf FI De Indice - Investimento No Exterior	EQUITY
NVDC34.SA	NVIDIA Corporation	EQUITY
NVDA	NVIDIA Corporation	EQUITY
N1VR34.SA	NVR INC     DRN	EQUITY
N1XP34.SA	NXP Semiconductors N.V.	EQUITY
^XAX	NYSE AMEX COMPOSITE INDEX	INDEX
^NYA	NYSE COMPOSITE (DJ)	INDEX
NZDUSD=X	NZD/USD	CURRENCY
OXYP34.SA	Occidental Petroleum Corporation	EQUITY
OPCT3.SA	OceanPact Serviços Marítimos S.A.	EQUITY
OCRE11.SA	Octo Fundo De Investimento Imobiliario	EQUITY
ODPV3.SA	ODONTOPREV  ON      NM	EQUITY
OIBR3.SA	OI          ON      N1	EQUITY
OIBR4.SA	OI          PN      N1	EQUITY
O1KT34.SA	OKTA INC    DRN	EQUITY
O2HI34.SA	Omega Healthcare Investors, Inc.	EQUITY
O1MC34.SA	Omnicom Group Inc.	EQUITY
O2NS34.SA	ON Semiconductor Corporation	EQUITY
ONCO3.SA	Oncoclínicas do Brasil Serviços Médicos S.A.	EQUITY
FTCE11.SA	Opportunity Fundo de Investimento Imobiliario	EQUITY
ORCL34.SA	Oracle Corporation	EQUITY
ORCL	Oracle Corporation	EQUITY
OGIN11.SA	Orama Fundo De Investimento Em Cotas De Fundos Incentivados De Investimento Em Infraestrutura Renda	EQUITY
ORLY34.SA	O'Reilly Automotive, Inc.	EQUITY
ORVR3.SA	Orizon Valorização de Resíduos S.A.	EQUITY
OSXB3.SA	OSX BRASIL  ON      NM	EQUITY
O1TI34.SA	Otis Worldwide Corporation	EQUITY
OIAG11.SA	Ourinvest Innovation - Fiagro Imobiliario	EQUITY
OUJP11.SA	Ourinvest Jpp Fundo Investimento Imobiliario - Fii	EQUITY
OFSA3.SA	Ouro Fino Saúde Animal Participações S.A.	EQUITY
PDTC3.SA	PADTEC      ON      NM	EQUITY
PAGS34.SA	PagSeguro Digital Ltd.	EQUITY
P2LT34.SA	Palantir Technologies Inc.	EQUITY
P2AN34.SA	Palo Alto Networks, Inc.	EQUITY
PATI3.SA	Panatlântica S.A.	EQUITY
PATI4.SA	Panatlântica S.A.	EQUITY
PNCR11.SA	Panorama Credito Residencial Fundo De Investimento Imobiliario	EQUITY
PMIS11.SA	Paramis Hedge Fund Fundo De Investimento Imobiliario - Fii	EQUITY
C1BS34.SA	Paramount Global	EQUITY
PMAM3.SA	PARANAPANEMAON      NM	EQUITY
P1HC34.SA	Parker-Hannifin Corporation	EQUITY
PQDP11.SA	Parque Dom Pedro Shopping Center Fund	EQUITY
PATC11.SA	Patria Edificios Corporativos Fundo Investimento Imobiliario Fii	EQUITY
PICE11.SA	Patria Infraestrutura Energia Core Fundo De Investimento Em Participacoes Em Infraestrutura	EQUITY
P2AX34.SA	Patria Investments Limited	EQUITY
PATL11.SA	Patria Logistica Fundo De Investimento Imobiliario	EQUITY
P1AY34.SA	PAYCHEX INC DRN	EQUITY
P1YC34.SA	Paycom Software, Inc.	EQUITY
PYPL34.SA	PayPal Holdings, Inc.	EQUITY
PTBL3.SA	PORTOBELLO  ON      NM	EQUITY
P1DD34.SA	PDD Holdings Inc.	EQUITY
PDGR3.SA	PDG Realty S.A. Empreendimentos e Participações	EQUITY
OULG11.SA	Pedra Dourada Fundo De Investimento Imobiliário - FII	EQUITY
PEPB34.SA	PEPSICO INC DRN	EQUITY
PEP	Pepsico, Inc.	EQUITY
PEMA11.SA	Performa Real Estate Fundo De Investimento Imobiliario	EQUITY
PRSN11.SA	Personale I Fundo Invest Imobiliario	EQUITY
T1LK34.SA	Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk	EQUITY
PETZ3.SA	Pet Center Comércio e Participações S.A.	EQUITY
PETR3.SA	Petróleo Brasileiro S.A. - Petrobras	EQUITY
PETR4.SA	Petróleo Brasileiro S.A. - Petrobras	EQUITY
RECV3.SA	PETRORECSA  ON      NM	EQUITY
PTNT4.SA	Pettenati S.A. Industria Têxtil	EQUITY
PTNT3.SA	Pettenati S.A. Industria Têxtil	EQUITY
PFIZ34.SA	PFIZER      DRN	EQUITY
PFE	Pfizer, Inc.	EQUITY
PM	Philip Morris International Inc.	EQUITY
PHMO34.SA	Philip Morris International Inc.	EQUITY
P1SX34.SA	PHILLIPS 66 DRN	EQUITY
P2IN34.SA	PINTERESTINCDRN	EQUITY
PLPL3.SA	Plano & Plano Desenvolvimento Imobiliário S.A.	EQUITY
PLAS3.SA	Plascar Participações Industriais S.A.	EQUITY
PLCR11.SA	Plural Recebiveis Imobiliarios Fundo De Investimento Imobiliario	EQUITY
PLRI11.SA	Polo Fundo de Investimento Imobiliario – FII Recebiveis Imobiliarios IMO - Cotas Fund	EQUITY
PORD11.SA	Polo Fundo de Investimento Imobiliário - Recebíveis Imobiliários II - FII	EQUITY
PSSA3.SA	PORTO SEGUROON      NM	EQUITY
PSVM11.SA	Porto Sudeste VM SA	EQUITY
POSI3.SA	Positivo Tecnologia S.A.	EQUITY
PPLA11.SA	PPLA Participations Ltd.	EQUITY
SI=F	Silver Dec 24	FUTURE
0P0001N3L8.SA	Principal Glb Propty Secs I Hdg Acc BRL	MUTUALFUND
0P0000Z26Z.SA	Principal Glbl High Yield I Hdg Acc BRL	MUTUALFUND
PRNR3.SA	Priner Serviços Industriais S.A.	EQUITY
PRIO3.SA	PETRORIO    ON      NM	EQUITY
PPEI11.SA	Prisma Proton Energia Fundo De Investimento Em Participacoes Em Infraestrutura	EQUITY
PG	Procter & Gamble Company (The)	EQUITY
PFRM3.SA	Profarma Distribuidora de Produtos Farmacêuticos S.A.	EQUITY
P1LD34.SA	PROLOGIS INCDRN	EQUITY
BITO	ProShares Bitcoin ETF	ETF
SH	ProShares Short S&P500	ETF
BITI	ProShares Short Bitcoin ETF	ETF
BOIL	ProShares Ultra Bloomberg Natural Gas	ETF
TQQQ	ProShares UltraPro QQQ	ETF
SDOW	ProShares UltraPro Short Dow30	ETF
SQQQ	ProShares UltraPro Short QQQ	ETF
P1DT34.SA	Prudential Financial, Inc.	EQUITY
P1SA34.SA	PUBLIC STORADRN	EQUITY
P2ST34.SA	Pure Storage, Inc.	EQUITY
QDFI11.SA	Qr Bloomberg Defi Fundo De Indice - Investimento No Exterior	EQUITY
QETH11.SA	Qr Cme Cf Ether Reference Rate Fundo De Indice Investimento No Exterior	EQUITY
QCOM34.SA	QUALCOMM Incorporated	EQUITY
QCOM	QUALCOMM Incorporated	EQUITY
QUAL3.SA	Qualicorp Consultoria e Corretora de Seguros S.A.	EQUITY
Q1UA34.SA	Quanta Services, Inc.	EQUITY
Q2SC34.SA	QuantumScape Corporation	EQUITY
QAGR11.SA	Quasar Agro - Fundo De Investimento Imobiliario	EQUITY
0P0000UEZA.SA	FUNDO DE INVESTIMENTO EM AÇÕE	MUTUALFUND
RADL3.SA	RAIADROGASILON      NM	EQUITY
RAIZ4.SA	RAIZEN      PN      N2	EQUITY
RZZR11.SA	Raizz Renda Logistica Fundo de Investimento Imobiliario	EQUITY
RAPT3.SA	Randon S.A. Implementos e Participações	EQUITY
RAPT4.SA	Randon S.A. Implementos e Participações	EQUITY
PQAG11.SA	Rb Capital Anhanguera Fundo De Investimento Imobiliario	EQUITY
RBIR11.SA	Rb Capital Desenvolvimento Residencial IV Fundo De Investimento Imobiliario - FII	EQUITY
RBDS11.SA	RB Capital Development Residential Real Estate Investment Fund II	EQUITY
