código,nome,descrição,atualizado_em,Unidade,num_registros,primeira_data,ultima_data,intervalo_dias,valor_min,valor_max,media_valor,desvio_padrao_valor,media_frequencia,frequencia,status_atividade,status_download
16984,"PSBR, Flows accumulated in the year, Real interest, Internal, State enterprises with Petrobras and Eletrobras","<p>PSBR, Flows accumulated in the year, Real interest, Internal, State enterprises with Petrobras and Eletrobras.",2024-09-15 17:03:19,R$ (million)</p>,130.0,1991-02-01,2001-11-01,8354.0,-117.58,6411.04,953.6353846153844,1262.005942485397,30.2,Mensal,Inativa,
16985,"PSBR, Flows accumulated in the year, Real interest, Internal, Federal government enterprises with Petrobras and Eletrobras","<p>PSBR, Flows accumulated in the year, Real interest, Internal, Federal government enterprises with Petrobras and Eletrobras.",2024-09-15 17:03:20,R$ (million)</p>,47.0,1998-01-01,2001-11-01,8354.0,-990.77,2182.02,243.14914893617023,687.0443682490514,29.78723404255319,Mensal,Inativa,
16986,"PSBR, Flows accumulated in the year, Real interest, Internal, Consolidated public sector with Petrobras and Eletrobras","<p>PSBR, Flows accumulated in the year, Real interest, Internal, Consolidated public sector with Petrobras and Eletrobras.",2024-09-15 17:03:20,R$ (million)</p>,130.0,1991-02-01,2001-11-01,8354.0,-2457.35,61858.52,12533.659692307692,13837.584434330798,30.2,Mensal,Inativa,
16987,"PSBR, Flows accumulated in the year, Real interest, External, State enterprises with Petrobras and Eletrobras","<p>PSBR, Flows accumulated in the year, Real interest, External, State enterprises with Petrobras and Eletrobras.",2024-09-15 17:03:21,R$ (million)</p>,130.0,1991-02-01,2001-11-01,8354.0,0.02,2317.76,438.164076923077,517.5187393464345,30.2,Mensal,Inativa,
16988,"PSBR, Flows accumulated in the year, Real interest, External, Federal government enterprises with Petrobras and Eletrobras","<p>PSBR, Flows accumulated in the year, Real interest, External, Federal government enterprises with Petrobras and Eletrobras.",2024-09-15 17:03:21,R$ (million)</p>,47.0,1998-01-01,2001-11-01,8354.0,55.89,1938.06,644.7395744680853,508.0581766326504,29.78723404255319,Mensal,Inativa,
16989,"PSBR, Flows accumulated in the year, Real interest, External, Consolidated public sector with Petrobras and Eletrobras","<p>PSBR, Flows accumulated in the year, Real interest, External, Consolidated public sector with Petrobras and Eletrobras.",2024-09-15 17:03:22,R$ (million)</p>,130.0,1991-02-01,2001-11-01,8354.0,-244.87,13026.34,2235.1642307692305,2899.866928858928,30.2,Mensal,Inativa,
16990,"PSBR, Valuated flows accumulated in the year, Nominal result, Total, State enterprises with Petrobras and Eletrobras","<p>PSBR, Valuated flows accumulated in the year, Nominal result, Total State enterprises with Petrobras and Eletrobras.",2024-09-15 17:03:23,R$ (million)</p>,130.0,1991-02-01,2001-11-01,8354.0,-8366.41,36885.44,2657.098,8027.0128660081955,30.2,Mensal,Inativa,
16991,"PSBR, Valuated flows accumulated in the year, Nominal result, Total, Federal government enterprises with Petrobras and Eletrobras","<p>PSBR, Valuated flows accumulated in the year, Nominal result, Total Federal government enterprises with Petrobras and Eletrobras.",2024-09-15 17:03:23,R$ (million)</p>,47.0,1998-01-01,2001-11-01,8354.0,-9537.82,2023.95,-1785.1770212765955,2381.3212940133403,29.78723404255319,Mensal,Inativa,
16992,"PSBR, Valuated flows accumulated in the year, Nominal result, Total, Consolidated public sector with Petrobras and Eletrobras","<p>PSBR, Valuated flows accumulated in the year, Nominal result, Total Consolidated public sector with Petrobras and Eletrobras.",2024-09-15 17:03:24,R$ (million)</p>,130.0,1991-02-01,2001-11-01,8354.0,1.28,179191.46,25573.545846153847,37395.34397770595,30.2,Mensal,Inativa,
16993,"PSBR, Valuated flows accumulated in the year, Nominal result, Internal, State enterprises with Petrobras and Eletrobras","<p>PSBR, Valuated flows accumulated in the year, Nominal result, Internal State enterprises with Petrobras and Eletrobras.",2024-09-15 17:03:25,R$ (million)</p>,130.0,1991-02-01,2001-11-01,8354.0,-6826.7,37816.46,2927.217,8141.427428696186,30.2,Mensal,Inativa,
16994,"PSBR, Valuated flows accumulated in the year, Nominal result, Internal, Federal government enterprises with Petrobras and Eletrobras","<p>PSBR, Valuated flows accumulated in the year, Nominal result, Internal Federal government enterprises with Petrobras and Eletrobras.",2024-09-15 17:03:25,R$ (million)</p>,47.0,1998-01-01,2001-11-01,8354.0,-8175.28,4425.87,-511.1036170212767,2513.456908644924,29.78723404255319,Mensal,Inativa,
16995,"PSBR, Valuated flows accumulated in the year, Nominal result, Internal, Consolidated public sector with Petrobras and Eletrobras","<p>PSBR, Valuated flows accumulated in the year, Nominal result, Internal Consolidated public sector with Petrobras and Eletrobras.",2024-09-15 17:03:26,R$ (million)</p>,130.0,1991-02-01,2001-11-01,8354.0,-8280.12,138236.19,23499.66515384616,31120.4291227674,30.2,Mensal,Inativa,
16996,"PSBR, Valuated flows accumulated in the year, Nominal result, External, State enterprises with Petrobras and Eletrobras","<p>PSBR, Valuated flows accumulated in the year, Nominal result, External State enterprises with Petrobras and Eletrobras.",2024-09-15 17:03:27,R$ (million)</p>,130.0,1991-02-01,2001-11-01,8354.0,-3065.44,3242.81,-270.11915384615384,1109.8369742493292,30.2,Mensal,Inativa,
16997,"PSBR, Valuated flows accumulated in the year, Nominal result, External, Federal government enterprises with Petrobras and Eletrobras","<p>PSBR, Valuated flows accumulated in the year, Nominal result, External Federal government enterprises with Petrobras and Eletrobras.",2024-09-15 17:03:27,R$ (million)</p>,47.0,1998-01-01,2001-11-01,8354.0,-2669.21,692.01,-1274.0731914893615,948.7327855689956,29.78723404255319,Mensal,Inativa,
16998,"PSBR, Valuated flows accumulated in the year, Nominal result, External, Consolidated public sector with Petrobras and Eletrobras","<p>PSBR, Valuated flows accumulated in the year, Nominal result, External Consolidated public sector with Petrobras and Eletrobras.",2024-09-15 17:03:28,R$ (million)</p>,130.0,1991-02-01,2001-11-01,8354.0,-22222.64,25054.03,-652.5837692307693,9262.859331750247,30.2,Mensal,Inativa,
16999,"PSBR, Valuated flows accumulated in the year, Nominal interest, Total, State enterprises with Petrobras and Eletrobras","<p>PSBR, Valuated flows accumulated in the year, Nominal interest, Total State enterprises with Petrobras and Eletrobras.",2024-09-15 17:03:29,R$ (million)</p>,130.0,1991-02-01,2001-11-01,8354.0,0.51,42879.88,4353.847846153847,8621.889028901825,30.2,Mensal,Inativa,
17,"Time deposits (CDB/RDB-preset), Working days in periods of 30/35 days","Time deposits (CDB/RDB-preset), Working days in periods of 30/35 days.",2024-09-15 18:54:02,Days,,,,,,,,,,,,Erro de requisição: 403 Client Error: Forbidden for url: https://api.bcb.gov.br/dados/serie/bcdata.sgs.17/dados?formato=json
170,"Conversion funds, foreign capital, Investments in stock index","Conversion funds, foreign capital, Investments in stock index.",2024-09-15 17:03:30,c.m.u. (thousand),85.0,1993-06-01,2000-08-01,8811.0,0.0,10.7,0.1258823529411764,1.1605779493298105,30.8,Mensal,Inativa,
17000,"PSBR, Valuated flows accumulated in the year, Nominal interest, Total, Federal government enterprises with Petrobras and Eletrobras","<p>PSBR, Valuated flows accumulated in the year, Nominal interest, Total Federal government enterprises with Petrobras and Eletrobras.",2024-09-15 17:03:30,R$ (million)</p>,47.0,1998-01-01,2001-11-01,8354.0,-315.29,2894.1,527.5470212765958,855.7136172222749,29.78723404255319,Mensal,Inativa,
17001,"PSBR, Valuated flows accumulated in the year, Nominal interest, Total, Consolidated public sector with Petrobras and Eletrobras","<p>PSBR, Valuated flows accumulated in the year, Nominal interest, Total Consolidated public sector with Petrobras and Eletrobras.",2024-09-15 17:03:31,R$ (million)</p>,130.0,1991-02-01,2001-11-01,8354.0,1.42,204757.97,34285.35992307692,43054.39330934575,30.2,Mensal,Inativa,
17002,"PSBR, Valuated flows accumulated in the year, Nominal interest, Internal, State enterprises with Petrobras and Eletrobras","<p>PSBR, Valuated flows accumulated in the year, Nominal interest, Internal State enterprises with Petrobras and Eletrobras.",2024-09-15 17:03:32,R$ (million)</p>,130.0,1991-02-01,2001-11-01,8354.0,-81.1,41979.68,3879.9005384615375,8505.50634178107,30.2,Mensal,Inativa,
